0,0,0,4.731610613,0
0.094632212,0.094632212,0.009463221,-0.071326111,0.065344713
0.09320569,0.09320569,0.009320569,-1.175689431,0.130686942
0.069691901,0.069691901,0.00696919,2.54533538,0.196024202
0.120598609,0.120598609,0.012059861,4.671304491,0.261354009
0.214024699,0.214024699,0.02140247,3.288405721,0.326673879
0.279792813,0.279792813,0.027979281,4.508358594,0.391981329
0.369959985,0.369959985,0.036995999,3.586124785,0.457273875
0.441682481,0.441682481,0.044168248,3.316330541,0.522549036
0.508009092,0.508009092,0.050800909,2.949366987,0.58780433
0.566996431,0.566996431,0.056699643,5.223565393,0.653037275
0.671467739,0.671467739,0.067146774,1.546413889,0.718245392
0.702396017,0.702396017,0.070239602,2.374203931,0.783426202
0.749880096,0.749880096,0.07498801,-0.804860441,0.848577226
0.733782887,0.733782887,0.073378289,5.2580438,0.913695988
0.838943763,0.838943763,0.083894376,4.276983705,0.978780013
0.924483437,0.924483437,0.092448344,2.536279934,1.043826825
0.975209036,0.975209036,0.097520904,1.376975496,1.108833953
1.002748546,1.002748546,0.100274855,5.796514648,1.173798925
1.118678838,1.118678838,0.111867884,-3.008491544,1.238719272
1.058509008,1.058509008,0.105850901,3.312050856,1.303592527
1.124750025,1.124750025,0.112475002,-3.304434164,1.368416222
1.058661341,1.058661341,0.105866134,-1.294090953,1.433187895
1.032779522,1.032779522,0.103277952,-2.177717463,1.497905083
0.989225173,0.989225173,0.098922517,5.589445146,1.562565326
1.101014076,1.101014076,0.110101408,6.315476256,1.627166169
1.227323601,1.227323601,0.12273236,2.731696002,1.691705154
1.281957521,1.281957521,0.128195752,6.644992605,1.75617983
1.414857373,1.414857373,0.141485737,0.622589276,1.820587746
1.427309159,1.427309159,0.142730916,5.329050142,1.884926454
1.533890162,1.533890162,0.153389016,-0.234456175,1.949193511
1.529201038,1.529201038,0.152920104,-2.954483848,2.013386474
1.470111361,1.470111361,0.147011136,5.966277249,2.077502904
1.589436906,1.589436906,0.158943691,5.48338029,2.141540365
1.699104512,1.699104512,0.169910451,2.054774654,2.205496423
1.740200005,1.740200005,0.174020001,-1.14124336,2.269368651
1.717375138,1.717375138,0.171737514,5.650108779,2.33315462
1.830377313,1.830377313,0.183037731,1.956784617,2.396851908
1.869513006,1.869513006,0.186951301,1.608504074,2.460458095
1.901683087,1.901683087,0.190168309,4.682416801,2.523970766
1.995331423,1.995331423,0.199533142,6.94618043,2.587387508
2.134255032,2.134255032,0.213425503,1.893433331,2.650705913
2.172123699,2.172123699,0.21721237,-1.648064686,2.713923576
2.139162405,2.139162405,0.21391624,-1.130625863,2.777038097
2.116549888,2.116549888,0.211654989,5.0922314,2.840047079
2.218394516,2.218394516,0.221839452,3.944059816,2.902948129
2.297275712,2.297275712,0.229727571,-1.082545173,2.965738861
2.275624808,2.275624808,0.227562481,5.595589421,3.028416889
2.387536597,2.387536597,0.23875366,2.188550895,3.090979834
2.431307615,2.431307615,0.243130761,6.617762518,3.153425322
2.563662865,2.563662865,0.256366287,0.28634104,3.215750983
2.474757474,2.465294252,0.256938969,7.465105394,3.277954451
2.625486104,2.616165535,0.271869179,0.377571452,3.340033365
2.656551321,2.649582131,0.272624322,7.850286913,3.40198537
2.762650352,2.750590491,0.288324896,8.104307077,3.463808115
2.831310404,2.809907934,0.30453351,8.385066787,3.525499254
2.933243625,2.905264344,0.321303644,6.966647093,3.587056447
2.982409395,2.945413397,0.335236938,7.598822486,3.648477359
3.062663349,3.018495101,0.350434583,1.313827899,3.70975966
3.022613296,2.971812387,0.353062239,5.311486771,3.770901026
3.069855692,3.013156049,0.363685212,5.471825568,3.831899138
3.074820895,3.007674122,0.374628863,6.872523341,3.892751682
3.181343084,3.111103483,0.38837391,8.338076739,3.953456353
3.300620541,3.225632531,0.405050064,7.553412183,4.014010846
3.467785993,3.394407704,0.420156888,0.138041374,4.074412869
3.365385945,3.281491568,0.420432971,8.621253678,4.134660129
3.452271344,3.359823,0.437675478,-0.218995663,4.194750345
3.397165832,3.299644929,0.437237487,1.599514071,4.254681239
3.401616604,3.301341749,0.440436515,5.287471701,4.31445054
3.391435745,3.279567861,0.451011458,3.829422783,4.374055982
3.528194031,3.42234313,0.458670304,2.136406463,4.433495309
3.504681143,3.392206141,0.462943117,5.228903976,4.492766267
3.675347906,3.569481772,0.473400925,7.447732566,4.551866613
3.850184377,3.746906424,0.48829639,6.749616168,4.610794108
4.028731049,3.929808532,0.501795622,3.329065329,4.669546519
3.983523453,3.873422045,0.508453753,9.203349108,4.728121624
4.04128091,3.91854855,0.526860451,2.660464083,4.786517204
4.039856271,3.911660519,0.532181379,2.575863507,4.844731048
3.95847369,3.816987952,0.537333106,5.177642163,4.902760953
4.049574747,3.906843831,0.547688391,0.748478715,4.960604724
3.957963319,3.804574303,0.549185348,0.479271404,5.018260171
3.97223787,3.819317766,0.550143891,9.462322665,5.075725112
4.220574001,4.073562864,0.569068536,8.342010647,5.132997375
4.268088669,4.109144978,0.585752557,1.944209909,5.190074793
4.197305261,4.02739481,0.589640977,0.796727278,5.246955207
4.172144313,3.998124313,0.591234432,6.756871868,5.303636466
4.330106618,4.158369104,0.604748176,7.107255887,5.360116428
4.35924956,4.176211829,0.618962687,4.60800028,5.416392957
4.412273873,4.225322573,0.628178688,6.572305688,5.472463927
4.511549906,4.321381597,0.641323299,4.698316231,5.528327218
4.511867894,4.312334752,0.650719932,1.814432648,5.58398072
4.409232939,4.195807435,0.654348797,7.562846867,5.63942233
4.522621209,4.305408839,0.669474491,2.607650165,5.694649954
4.607735506,4.393819266,0.674689791,9.459169462,5.749661507
4.819531413,4.607876424,0.69360813,9.006467374,5.804454912
4.897816132,4.675976681,0.711621065,8.132595475,5.859028099
4.981586845,4.751859274,0.727886256,4.988856636,5.913379009
5.103014882,4.875452401,0.737863969,10.01093197,5.967505591
5.191321733,4.952568073,0.757885833,4.407640259,6.021405803
5.23570352,4.992572758,0.766701113,3.980349169,6.07507761
5.182955253,4.926588966,0.774661812,10.45780094,6.12851899
5.386384451,5.129445482,0.795577414,8.92242412,6.181727926
5.415530825,5.143661646,0.813422262,6.997209488,6.234702413
5.547923586,5.275299264,0.827416681,10.16893235,6.287440454
5.594296495,5.305971599,0.847754546,9.135176076,6.33994006
5.614913875,5.310380365,0.866024898,6.327696248,6.392199255
5.573766464,5.25246282,0.87868029,10.55554544,6.444216068
5.645544431,5.310307493,0.899791381,7.996868326,6.495988542
5.653505348,5.303070765,0.915785118,9.612755574,6.547514727
5.819483901,5.466421662,0.935010629,4.018572595,6.598792682
5.793625618,5.429940405,0.943047774,11.62846573,6.649820479
5.916758421,5.542129558,0.966304706,8.291333267,6.700596196
5.94513462,5.556760709,0.982887372,7.383997506,6.751117924
5.926053035,5.521002971,0.997655367,2.179971433,6.801383762
5.81858422,5.398427332,1.00201531,8.257280569,6.85139182
5.980969004,5.560536033,1.018529871,5.479305608,6.901140218
5.918130042,5.480454564,1.029488482,5.87311713,6.950627087
6.039972298,5.602734811,1.041234717,7.865753669,6.999850568
6.16529709,5.724860575,1.056966224,5.651731689,7.04880881
6.17258229,5.721570832,1.068269687,11.48541382,7.097499976
6.325702111,5.867031807,1.091240515,9.447535282,7.145922238
6.471924687,6.00898157,1.110135586,12.09412065,7.194073777
6.609229021,6.135828096,1.134323827,12.03736752,7.241952788
6.70102172,6.21272533,1.158398562,6.182501707,7.289557474
6.689679431,6.187883808,1.170763565,9.055806658,7.33688605
6.804214257,6.295760504,1.188875179,3.083487033,7.383936742
6.681817016,6.154956565,1.195042153,4.258976889,7.430707786
6.713787272,6.181605892,1.203560106,10.78275855,7.47719743
6.877925173,6.340592066,1.225125624,11.89803444,7.523403933
7.012333018,6.464644627,1.248921692,12.227162,7.569325564
7.241906684,6.692721336,1.273376016,4.643967756,7.614960605
7.325200611,6.77505672,1.282663952,3.703318914,7.660307347
7.210020536,6.640952,1.29007059,5.088913645,7.705364096
7.144958596,6.559206038,1.300248417,6.123248026,7.750129165
7.228539358,6.638898381,1.312494913,3.238316395,7.794600883
7.27737114,6.686136709,1.318971546,9.887040614,7.838777586
7.339974515,6.73522634,1.338745627,4.095779642,7.882657625
7.27974499,6.660782303,1.346937186,4.133519769,7.926239361
7.27025538,6.642076692,1.355204226,10.62926111,7.969521168
7.351394489,6.710071189,1.376462748,12.63380565,8.01250143
7.510104277,6.859384345,1.401730359,12.39653622,8.055178546
7.721746348,7.067397551,1.426523432,11.14372985,8.097550923
7.793364008,7.123889517,1.448810892,7.443384427,8.139616983
7.890078693,7.215388902,1.46369766,7.804054267,8.181375159
7.85697639,7.163368259,1.479305769,12.69229446,8.222823896
7.930692931,7.219071866,1.504690358,6.489148967,8.263961651
7.897824001,7.169937745,1.517668656,9.010740381,8.304786894
7.978261676,7.240397707,1.535690137,5.40034803,8.345298108
7.886049997,7.128164164,1.546490833,9.515537138,8.385493785
7.988207935,7.221506821,1.565521907,5.587040474,8.425372434
8.020341761,7.245679949,1.576695988,5.222347501,8.464932573
7.915632692,7.120055278,1.587140683,4.887841324,8.504172734
7.834941036,7.021518774,1.596916366,11.38642956,8.543091462
7.922725438,7.095308757,1.619689225,3.947555808,8.581687313
7.798297907,6.950543361,1.627584336,7.278166957,8.619958858
7.761157724,6.895132827,1.64214067,3.663109681,8.657904679
7.707865993,6.829185703,1.64946689,9.751224507,8.695523371
7.691779574,6.791988193,1.668969339,8.174356928,8.732813543
7.695329346,6.779544229,1.685318052,7.018399783,8.769773816
7.643442231,6.708431602,1.699354852,10.13390537,8.806402825
7.765748886,6.822701112,1.719622663,11.26004252,8.842699216
7.758380422,6.792075716,1.742142748,5.078889798,8.87866165
7.694131553,6.71124418,1.752300527,11.34335526,8.914288801
7.773318708,6.775663341,1.774987238,10.46933041,8.949579355
7.939105887,6.937090577,1.795925899,13.92170161,8.984532013
8.052394308,7.033864437,1.823769302,10.63476843,9.019145488
8.155503564,7.126015082,1.845038839,6.598183339,9.053418506
